Domain;URL;Status;Source;Rank;Updated at;Confidence;LLM Reasoning;Case Management Status
j21.xyz;https://j21.xyz/;Not gambling;Variant (j16.pro);3281363;2026-09-05T22:25:08.000102Z;95;Screenshot: The website's content focuses on health and nutrition topics, such as articles about shellfish, broccoli, and nuts, indicating it is not related to online gambling.. Screenshot: The navigation bar includes sections like Home, Diet, Health, and Nutrients, which are indicative of a health and wellness website rather than a gambling site.. Screenshot: There are no visible elements related to gambling, such as betting options, casino games, or promotional offers for gambling activities.. URL: The URL does not suggest any connection to gambling or related activities.;
j19.co;https://j19.co/;Review needed;Variant (j16.pro);;2026-09-05T22:25:17.764156Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
j26.online;https://j26.online/;Not gambling;Variant (j16.pro);;2026-09-05T22:25:24.000742Z;95;Screenshot: The website is labeled 'J26 Productions' and contains sections such as 'Bio,' 'Music,' 'Blog,' 'Contact,' 'J26 Journal,' 'Our Artists,' 'Arturis,' and 'Services,' indicating it is related to music production and artists.. Screenshot: The bio section describes J26 as a dance music producer, focusing on creating tracks driven by rhythm, melody, and feel-good energy, which further supports the non-gambling classification.. Screenshot: There are no visible elements related to online gambling, such as betting options, deposit buttons, or gambling-related content.;
j14.online;https://j14.online/;Illegal gambling;Variant (j16.pro);;2026-09-05T22:25:33.757396Z;95;Screenshot: The website features a prominent banner with a character holding gold bars, which is commonly associated with gambling and winning money.. Screenshot: The site displays various game icons that resemble slot machines and other casino games, indicating gambling activities.. Screenshot: The presence of a '热门' (popular) section with games that look like slots and other casino games suggests the site is focused on gambling.. Screenshot: The overall design and layout, including the use of vibrant, attention-grabbing graphics and the structure of the game sections, are typical of online gambling sites.;Illegal gambling
j14.me;https://j14.me/;Review needed;Variant (j16.pro);;2026-09-05T22:25:46.801735Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
j26.app;https://j26.app/;Review needed;Variant (j16.pro);;2026-09-05T22:25:52.940097Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable.. URL: The error message 'Error connecting to cloudfront.net' suggests a connection issue, limiting the ability to assess the site's content accurately.;
j17.info;https://j17.info/;Review needed;Variant (j16.pro);;2026-09-05T22:26:00.238592Z;80;URL: The URL indicates that the domain is for sale, which means it does not host any specific content related to online gambling.. Screenshot: The screenshot shows a domain for sale page with no gambling-related content or features visible.. Screenshot: There are no actionable betting or gambling elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now' buttons visible on the page.;
j166.pro;https://j166.pro/;Illegal gambling;Variant (j16.pro);;2026-09-05T22:26:08.663139Z;95;URL: The URL contains 'casino' which is a strong indicator of online gambling content.. Screenshot: The text mentions 'Casino nạp rút qua ví nội địa', which translates to 'Casino deposit and withdrawal via local wallet', indicating online gambling activities.. Screenshot: The presence of buttons like 'Đăng nhập' (Login) and 'Mở tài khoản' (Open Account) suggests user interaction typical for online gambling sites.. Screenshot: The mention of payment methods like MoMo, ZaloPay, and Viettel Money indicates facilities for financial transactions commonly associated with online gambling.;Illegal gambling
i16.pro;https://i16.pro/;Illegal gambling;Variant (j16.pro);;2026-09-05T22:26:23.779415Z;95;URL: The URL provided is a shortened link that redirects to a gambling site, which is a common practice for online gambling platforms to use URL shorteners to bypass restrictions.. Screenshot: The website prominently features the text 'Live Casino, Slot và Sportsbook cho người chơi Việt,' indicating that it offers live casino, slot games, and sports betting services specifically for Vietnamese players.. Screenshot: The website includes buttons for 'Mở tài khoản' (Open Account) and 'Đăng nhập' (Login), which are typical features of online gambling sites where users need to create accounts to place bets or play games.. Screenshot: The site lists various payment methods such as MoMo, ZaloPay, VNPay, and ViettelPay, which are popular payment options in Vietnam. This suggests that the site is set up to facilitate financial transactions related to gambling activities.. Screenshot: The site mentions having over 2,400 slots and live games, more than 40 studio games, and 24/7 customer support. These details are indicative of a comprehensive online gambling platform with a wide range of games and support services.;Illegal gambling
j77.app;https://j77.app/;Illegal gambling;Variant (j7.app);;2026-09-05T22:26:41.016139Z;95;Screenshot: The image shows a woman surrounded by gambling-related items such as cards, money, and dice, which are common indicators of online gambling sites.. Screenshot: The text includes phrases like '注册送28' and '仅限娱乐游戏', which suggest promotional offers typical in online gambling platforms.. Screenshot: The presence of download buttons for iOS and Android apps indicates that the site offers mobile applications, which is common for online gambling platforms.. Screenshot: The image includes a link to another website (awcgm14.com) which could be related to the gambling service.;Illegal gambling
89p.app;https://89p.app/;Not gambling;Variant (80p.app);;2026-09-05T22:26:55.118178Z;95;Screenshot: The website content is related to mobile phone apps, mobile app developers, mobile app integration tools, mobile app designs, and downloading useful mobile utility apps, which are not related to online gambling.. Screenshot: There are no visible indicators of online gambling such as betting options, casino games, or gambling-related content on the website.;
85p.app;https://85p.app/;Review needed;Variant (80p.app);;2026-09-05T22:27:03.261878Z;10;URL: The URL returns a 404 error indicating the page is not found, making the content unavailable for classification.;
j19.live;https://j19.live/;Not gambling;Variant (j16.me);;2026-09-05T22:27:09.401953Z;95;Screenshot: The website offers services related to streaming, audiovisual production, and copywriting, which are not related to online gambling.. Screenshot: There are no visible elements such as betting options, deposit buttons, or any other indicators of online gambling.. Screenshot: The content is focused on storytelling and promoting projects, further indicating it is not an online gambling site.;
verify.j16.me;https://verify.j16.me/;Illegal gambling;Variant (j16.me);;2026-09-05T22:27:17.357311Z;95;Screenshot: The website features prominent buttons labeled '立即注册' (register immediately) and '立即获取88880元' (get 88880 immediately), which are typical indicators of online gambling platforms offering bonuses to new users.. Screenshot: The presence of logos from various sports teams and leagues, such as '马竞' (Atlético Madrid) and '德甲' (German Bundesliga), suggests the site is related to sports betting.. Screenshot: The overall design and promotional content, including images of games and entertainment options, further support the classification of the site as an online gambling platform.;Illegal gambling
j21.casino;https://j21.casino/;Review needed;Variant (j16.me);;2026-09-05T22:27:32.794977Z;30;Screenshot: The website content is blocked and unavailable due to a security solution triggered by Cloudflare.. URL: The URL contains the term 'casino', which is often associated with online gambling, but the content is blocked and cannot be verified.;
j19.ru;https://j19.ru/;Not gambling;Variant (j16.me);;2026-09-05T22:27:39.929776Z;95;URL: The website URL is https://j19.ru/, which does not suggest any connection to online gambling.. Screenshot: The content on the website includes various categories such as 'Авто, Мото, Транспорт', 'Бизнес и Финансы', 'Дом, Быт и Семья', and others, which are unrelated to online gambling.. Screenshot: There are no visible elements such as betting options, gambling advertisements, or any indicators of online gambling activities on the webpage.. Screenshot: The website appears to be a regional directory or portal with articles and listings related to local businesses and services, further confirming it is not an online gambling site.;
j18.app;https://j18.app/;Review needed;Variant (j16.me);;2026-09-05T22:27:50.276847Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
j12.app;https://j12.app/;Illegal gambling;Variant (j7.app);;2026-09-05T22:27:56.486467Z;95;Screenshot: The website prominently features the text 'ক্রিকেট বেটিং' which translates to 'Cricket Betting', indicating gambling activities.. Screenshot: The website mentions 'BPL, IPL, এশিয়া কাপ ও T20', which are cricket tournaments commonly associated with betting.. Screenshot: The presence of a button labeled 'এখনই নিবন্ধন করুন' (Register Now) suggests users can sign up to place bets.. Screenshot: The website includes a section for live scores and betting, further supporting the gambling classification.;Illegal gambling
j15.net;https://j15.net/;Review needed;Variant (j16.me);;2026-09-05T22:28:10.998491Z;10;Screenshot: The screenshot shows a blank page, indicating that the content is unavailable.;
secure.j16.me;https://secure.j16.me/;Illegal gambling;Variant (j16.me);;2026-09-05T22:28:16.616214Z;95;Screenshot: The website prominently features a large banner with images of slot machines and a person, which are typical elements of online gambling sites.. Screenshot: The text on the banner includes phrases that suggest gambling activities, such as 'Jackpot 奖池' and 'JP 奖池强势回归', which indicate the presence of jackpot features commonly found in online gambling.. Screenshot: There are buttons labeled '立即注册' and '立即入金见面礼', which translate to 'Register Now' and 'Deposit Now Welcome Gift', indicating options for users to deposit money, a key feature of online gambling sites.. Screenshot: The website includes logos of various payment methods and regulatory bodies, which are often displayed on gambling sites to assure users of secure transactions and regulatory compliance.;Illegal gambling
mobile.j16.me;https://mobile.j16.me/;Illegal gambling;Variant (j16.me);;2026-09-05T22:28:33.155848Z;95;Screenshot: The website prominently features a banner with the text 'JACKPOT 奖池强势回归' which indicates a jackpot feature, commonly associated with gambling activities.. Screenshot: The presence of buttons labeled '立即注册' (Register Now) and '立即登录' (Login Now) suggests that users can create accounts and log in to participate in gambling activities.. Screenshot: The website displays various gaming options such as '真人娱乐' (Live Entertainment), '体育电竞' (Sports and Esports), and '老虎机' (Slot Machines), all of which are typical offerings in online gambling platforms.. Screenshot: The website includes logos of well-known gambling software providers like '玩家俱乐部' (Player Club) and '德甲联赛Q4' (German League Q4), indicating partnerships with entities in the gambling industry.;Illegal gambling
login.j16.me;https://login.j16.me/;Illegal gambling;Variant (j16.me);;2026-09-05T22:28:49.899404Z;95;Screenshot: The website prominently features a large banner with images of slot machines and a woman, typical of online gambling sites.. Screenshot: The text on the banner includes phrases like 'Jackpot 奖池', which is commonly associated with gambling rewards.. Screenshot: There are buttons labeled '立即注册' (register immediately) and '立即登录' (login immediately), indicating user account management for gambling activities.. Screenshot: The website displays various game categories such as '真人娱乐' (live entertainment), '体育电竞' (sports and eSports), and '老虎机' (slot machines), all of which are types of gambling games.;Illegal gambling
j27.me;https://j27.me/;Illegal gambling;Variant (j16.me);;2026-09-05T22:29:04.937238Z;95;Screenshot: The website prominently features images of slot machines and card games, which are common forms of online gambling.. Screenshot: The text includes phrases like 'J9力游会' and '全网独家真人福利', indicating a platform for real-money gambling activities.. Screenshot: There are visuals of jackpots and large sums of money, which are typical indicators of online gambling sites.. Screenshot: The presence of live dealer games and various gambling tables suggests the site offers real-time gambling experiences.;Illegal gambling
n16.me;https://n16.me/;Not gambling;Variant (j16.me);;2026-09-05T22:29:18.861211Z;95;Screenshot: The website appears to be a mobile app page with options for registration, deposits, withdrawals, and customer service, which are typical features of a financial or e-commerce service rather than an online gambling site.. Screenshot: There are no visible indicators of online gambling such as betting options, gambling games, or promotional content related to gambling.. Screenshot: The content is primarily focused on financial transactions and promotions, which do not align with the typical features of an online gambling site.;
support.j16.me;https://support.j16.me/;Illegal gambling;Variant (j16.me);;2026-09-05T22:29:28.231029Z;95;Screenshot: The image shows a prominent banner with a slot machine and a large jackpot amount, indicating gambling activities.. Screenshot: There are buttons labeled '立即注册' (Register Now) and '立即登录' (Login Now), which are typical indicators of online gambling platforms.. Screenshot: The presence of logos from various sports teams and leagues suggests betting on sports events, a common feature of online gambling sites.. Screenshot: The overall design and elements, such as the jackpot display and promotional banners, are characteristic of online gambling websites.;Illegal gambling
8sggwozdvul.91481280.cc;https://8sggwozdvul.91481280.cc/;Not gambling;Redirect (n16.me);;2026-09-05T22:29:28.234114Z;95;Screenshot: The website appears to be a mobile app page with options for registration, deposits, withdrawals, and customer service, which are typical features of a financial or e-commerce service rather than an online gambling site.. Screenshot: There are no visible indicators of online gambling such as betting options, gambling games, or promotional content related to gambling.. Screenshot: The content is primarily focused on financial transactions and promotions, which do not align with the typical features of an online gambling site.;
j26.me;https://j26.me/;Illegal gambling;Variant (j16.me);;2026-09-05T22:29:42.727523Z;95;Screenshot: The website prominently displays various gambling games such as slots and card games.. Screenshot: There are visual elements indicating betting amounts, such as '360F CN'.. Screenshot: The site features a 'cashier' section, which is typically used for depositing and withdrawing money in online gambling platforms.. Screenshot: The presence of a 'play now' button suggests immediate engagement in gambling activities.;Illegal gambling
h11.pro;https://h11.pro/;Illegal gambling;Variant (j11.pro);;2026-09-05T22:29:55.984455Z;95;Screenshot: The website prominently features options for 'Live Casino tables', 'Slots rooms', and 'Sportsbook markets', which are all indicators of online gambling activities.. Screenshot: The presence of a 'Casino Lobby' with payment options like 'JazzCash', 'Easypaisa', and 'SadaPay' suggests that users can deposit money to gamble.. Screenshot: The buttons 'Account kholo' and 'Wapas aaen' imply that users can create accounts and return to the platform, which is typical for online gambling sites.. Screenshot: The website includes sections like 'Horse Racing', 'Dice', 'Cricket Betting', and 'Royal Fishing', all of which are forms of gambling.. Screenshot: The option to 'Abhi Register Karein' (Register Now) and 'Login' further supports the idea that this is an active online gambling platform.;Illegal gambling
j19.me;https://j19.me/;Review needed;Variant (j16.me);;2026-09-05T22:30:11.725682Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
jj11.pro;https://jj11.pro/;Illegal gambling;Variant (j11.pro);;2026-09-05T22:30:18.032174Z;95;Screenshot: The website prominently displays 'WHERE CRICKET CHAMPIONS PLACE THEIR WINNING BETS IN PAKISTAN', indicating online gambling activities.. Screenshot: The navigation bar includes links to 'j11 Casino' and various sports betting options like 'W Live', 'Dragon Fishing 2', and 'Cricket', which are typical features of online gambling platforms.. Screenshot: The text mentions 'From PSL live betting and real-money slots to premium live casino tables', explicitly stating the availability of real-money gambling activities.. Screenshot: The image shows gambling-related elements such as poker chips, playing cards, and slot machines, which are visual indicators of online gambling.;Illegal gambling
j0011.com;https://j0011.com/;Review needed;Variant (j11.pro);;2026-09-05T22:30:33.212720Z;10;Screenshot: The page displays a 403 Forbidden error, indicating that the content is unavailable and thus the decision is limited.;
j09.net;https://j09.net/;Illegal gambling;Variant (j11.pro);;2026-09-05T22:30:39.624054Z;95;URL: The URL contains 'j09', which is commonly associated with online gambling platforms.. Screenshot: The text on the screenshot includes phrases like 'অনলাইন ক্যাসিনো' and 'স্পোর্টস বেটিং', which are related to online gambling activities.. Screenshot: The image on the right side of the screenshot shows a table with poker chips and cards, which are commonly associated with gambling.. Screenshot: The buttons at the bottom of the main section of the screenshot say 'এখনই নিবন্ধন করুন' and 'প্রবেশ করুন', which translate to 'Register now' and 'Enter', respectively, indicating user interaction which is typical for online gambling sites.;Illegal gambling
j09.app;https://j09.app/;Illegal gambling;Variant (j11.pro);;2026-09-05T22:30:55.470603Z;90;Screenshot: The website prominently features options for bKash, Nagad, and Rocket, which are popular payment methods in Bangladesh, often used for online gambling transactions.. Screenshot: The text mentions 'লাইভ ক্যাসিনো ও স্লট গেম' which translates to 'Live Casino and Slot Games', indicating the availability of online gambling activities.. Screenshot: The presence of buttons like 'অ্যাকাউন্ট খুলুন' (Open Account) and 'লগ ইন করুন' (Log In) suggests user interaction typical of online gambling platforms.. Screenshot: The website includes a section for 'সবকিছু এক জায়গায়' (Everything in One Place), which likely includes various gambling options, further supporting the classification of the site as an online gambling platform.;Illegal gambling
j12.me;https://j12.me/;Not gambling;Variant (j11.pro);;2026-09-05T22:31:10.283468Z;95;Screenshot: The website appears to be a platform for navigating various services, including games and applications, but does not provide any direct options for online gambling or betting. The content is primarily informational and promotional, lacking any actionable betting or gambling interfaces.;
n11.pro;https://n11.pro/;Illegal gambling;Variant (j11.pro);;2026-09-05T22:31:17.625212Z;95;Screenshot: The website prominently features the text 'n11 - Sàn chơi casino live & cá cược thể thao hàng đầu Việt Nam', indicating it offers live casino and sports betting services.. Screenshot: The website includes buttons for 'Đăng ký' (Sign up) and 'Đăng nhập' (Log in), which are typical features of online gambling platforms.. Screenshot: The website mentions various gambling activities such as Baccarat, Lô Đề, and Xó Sò, which are types of bets commonly found in online gambling sites.. Screenshot: The website offers a downloadable app, which is a common feature for online gambling platforms to provide easy access to their services.;Illegal gambling
jq1.pro;https://jq1.pro/;Review needed;Variant (j11.pro);;2026-09-05T22:31:31.845380Z;10;Screenshot: The website displays a 'Launching Soon' message, indicating that the content is not yet available.. Screenshot: There are no visible elements related to online gambling, such as betting options or deposit buttons.;
n11.club;https://n11.club/;Illegal gambling;Variant (j11.club);;2026-09-05T22:31:40.597082Z;95;Screenshot: The website contains tabs for different types of gambling activities such as 'truy cập đi động' (mobile access), 'bóng đá' (soccer), 'esports', and 'slots'.. Screenshot: The text mentions 'đọc casino theo nhuom nao va kiem tra thong tin thanh toan noi dia ra sao' which indicates the site provides information about casinos and payment verification.. Screenshot: The presence of buttons like 'Đăng ký ngay' (Register now) and 'Đăng nhập' (Login) suggests user interaction and account creation, typical of online gambling sites.. Screenshot: The image shows a person using a mobile device, likely engaging in gambling activities, which visually supports the online gambling nature of the site.;Illegal gambling
j111.club;https://j111.club/;Illegal gambling;Variant (j11.club);;2026-09-05T22:31:55.338168Z;95;Screenshot: The website prominently features buttons for 'Casino Login' and 'Register Now', indicating options for user engagement in gambling activities.. Screenshot: The text mentions 'Bangladesh's best online casino and cricket betting platform', directly indicating the availability of online gambling services.. Screenshot: The website includes payment options like bKash, Nagad, and Rocket, which are commonly used for financial transactions in online gambling.. Screenshot: The presence of a sports image with buttons labeled 'Live Casino' and 'Play Now' further supports the availability of online gambling activities.;Illegal gambling
jj11.club;https://jj11.club/;Illegal gambling;Variant (j11.club);;2026-09-05T22:32:11.225248Z;95;Screenshot: The website prominently features the text 'Online Betting & Live Casino', indicating it offers online gambling services.. Screenshot: The navigation bar includes options like 'Andar Bahar', 'Jacks or Better', 'Cricket Betting', and 'Slots', which are all forms of gambling.. Screenshot: The call-to-action buttons 'Get Started Now' and 'Explore Casino' suggest immediate engagement with gambling activities.. Screenshot: The text 'From PSL cricket betting to live roulette, jj11 brings you fast, secure, and exciting online gaming' explicitly mentions betting and online gaming.. Screenshot: The presence of a 'Register' button indicates the ability to create an account for gambling purposes.;Illegal gambling
j09.ru;https://j09.ru/;Review needed;Variant (j11.club);;2026-09-05T22:32:27.113866Z;10;Screenshot: The page displays a default nginx welcome page indicating the web server is installed but not configured, showing no content related to online gambling.. Screenshot: There are no actionable betting or gambling elements such as 'place bet', 'deposit', or 'play now' buttons visible.. Screenshot: The page is a default server setup message, lacking any gambling-related UI or functionality.;
j09.xyz;https://j09.xyz/;Not gambling;Variant (j11.club);;2026-09-05T22:32:35.155735Z;95;Screenshot: The website contains adult content and promotional material for downloading an app, but there are no indicators of online gambling activities such as betting options or gambling-related UI elements.;
verify.u6.game;https://verify.u6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:32:42.307217Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.h6.game;https://verify.h6.game/;Illegal gambling;Variant (verify.j6.game);;2026-09-05T22:32:48.443806Z;95;Screenshot: The website displays a variety of games typically associated with online gambling, such as slots and other casino games.. Screenshot: The presence of a 'Depósito' (Deposit) button indicates that users can deposit money, which is a key feature of online gambling platforms.. Screenshot: The website offers bonuses and rewards for inviting friends, which is a common practice in online gambling to attract and retain users.. Screenshot: The overall design and layout, including the use of terms like 'Ganhe' (Win) and 'Bônus' (Bonus), are indicative of an online gambling platform.;Illegal gambling
verify.j11.shop;https://verify.j11.shop/;Review needed;Variant (verify.j6.game);;2026-09-05T22:33:01.911657Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
login.verify.j6.game;https://login.verify.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:33:08.116003Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating the content is unavailable and thus the decision is limited.;
verify.secure.j6.game;https://verify.secure.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:33:14.351606Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
verify.j8.xyz;https://verify.j8.xyz/;Review needed;Variant (verify.j6.game);;2026-09-05T22:33:20.578503Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
verify.j7.xyz;https://verify.j7.xyz/;Review needed;Variant (verify.j6.game);;2026-09-05T22:33:26.809802Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.j8.vip;https://verify.j8.vip/;Review needed;Variant (verify.j6.game);;2026-09-05T22:33:32.944472Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.. URL: The error message 'TlsProtocolException' suggests that the site cannot be accessed due to a TLS handshake error, further confirming the unavailability of content.;
verify.j8.cc;https://verify.j8.cc/;Review needed;Variant (verify.j6.game);;2026-09-05T22:33:40.634583Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
verify.j8.bet;https://verify.j8.bet/;Not gambling;Variant (verify.j6.game);;2026-09-05T22:33:46.860788Z;95;Screenshot: The page displays a default 'index.html' message indicating the website is not fully developed or operational.. Screenshot: There are no visible elements related to online gambling such as betting options, deposit buttons, or gambling games.. Screenshot: The content is purely informational, discussing the creation of the website and FTP details, without any gambling-related functionality.;
verify.j8.co;https://verify.j8.co/;Review needed;Variant (verify.j6.game);;2026-09-05T22:33:55.044376Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.j7.com;https://verify.j7.com/;Review needed;Variant (verify.j6.game);;2026-09-05T22:34:01.198678Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.j7.hu;https://verify.j7.hu/;Not gambling;Variant (verify.j6.game);;2026-09-05T22:34:07.385470Z;95;"Screenshot: The website appears to be a domain verification or registration service, which is unrelated to online gambling.. Screenshot: There are no visible elements such as betting options, gambling ads, or any other indicators of online gambling activities.. Screenshot: The content is primarily informational, focusing on domain services and contact information.. URL: The URL does not suggest any connection to online gambling; it is related to domain verification.";
verify.j5.xyz;https://verify.j5.xyz/;Review needed;Variant (verify.j6.game);;2026-09-05T22:34:15.718740Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.j7.co;https://verify.j7.co/;Review needed;Variant (verify.j6.game);;2026-09-05T22:34:21.852773Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.j4.xyz;https://verify.j4.xyz/;Review needed;Variant (verify.j6.game);;2026-09-05T22:34:28.003744Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
verify.j4.ru;https://verify.j4.ru/;Not gambling;Variant (verify.j6.game);;2026-09-05T22:34:34.225832Z;95;Screenshot: The website appears to be a URL shortener service, allowing users to input long URLs and receive shortened links and QR codes. There are no indications of gambling-related content or functionalities visible on the page.. Screenshot: The main content of the page is focused on providing a service to shorten URLs, which is unrelated to online gambling.. Screenshot: The user interface and features are entirely dedicated to URL shortening, without any betting or gambling elements such as 'place bet', betting slip, 'deposit', 'cashier', or 'play now' buttons.. URL: The domain name 'j4.ru' does not suggest any association with gambling or betting activities.;
verify.j4.net;https://verify.j4.net/;Review needed;Variant (verify.j6.game);;2026-09-05T22:34:44.347404Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
verify.j4.co;https://verify.j4.co/;Review needed;Variant (verify.j6.game);;2026-09-05T22:34:50.605529Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.j11.me;https://verify.j11.me/;Review needed;Variant (verify.j6.game);;2026-09-05T22:34:56.740902Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.j11.io;https://verify.j11.io/;Not gambling;Variant (verify.j6.game);;2026-09-05T22:35:02.916116Z;95;Screenshot: The website content is about a drone show company, which is unrelated to online gambling.. Screenshot: There are no visible elements related to online gambling such as betting options, casino games, or gambling advertisements.;
verify.j11.xyz;https://verify.j11.xyz/;Review needed;Variant (verify.j6.game);;2026-09-05T22:35:09.908132Z;10;URL: The URL returns a 404 Not Found error, indicating the content is unavailable.. Screenshot: The screenshot shows a 404 Not Found error page, confirming the content is not accessible.;
verify.j11.bet;https://verify.j11.bet/;Review needed;Variant (verify.j6.game);;2026-09-05T22:35:16.885298Z;20;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
verify.j11.cc;https://verify.j11.cc/;Review needed;Variant (verify.j6.game);;2026-09-05T22:35:23.123920Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
verify.j6.xyz;https://verify.j6.xyz/;Review needed;Variant (verify.j6.game);;2026-09-05T22:35:29.357079Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
verify.j6.ru;https://verify.j6.ru/;Review needed;Variant (verify.j6.game);;2026-09-05T22:35:35.606108Z;10;URL: The website displays a 502 Bad Gateway error, indicating the content is unavailable and thus the decision is limited.;
verify.j11.app;https://verify.j11.app/;Review needed;Variant (verify.j6.game);;2026-09-05T22:35:41.831591Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
verify.j6.casino;https://verify.j6.casino/;Review needed;Variant (verify.j6.game);;2026-09-05T22:35:48.041251Z;30;Screenshot: The content is unavailable due to a Cloudflare block, limiting the decision.;
www.verify.j6.game;https://www.verify.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:35:54.097351Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
verify.www.j6.game;https://verify.www.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:00.354860Z;10;URL: The website is showing a 502 Bad Gateway error, indicating that the content is unavailable and therefore the decision is limited.;
verify.mobile.j6.game;https://verify.mobile.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:06.634825Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.login.j6.game;https://verify.login.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:12.760689Z;10;URL: The content is unavailable due to a 502 Bad Gateway error, limiting the decision.;
verify.account.j6.game;https://verify.account.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:18.779782Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
support.verify.j6.game;https://support.verify.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:24.988987Z;10;URL: The content is unavailable due to a 502 Bad Gateway error, limiting the decision.;
secure.verify.j6.game;https://secure.verify.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:31.025301Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
mobile.verify.j6.game;https://mobile.verify.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:37.157Z;10;URL: The website displays a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.m.j6.game;https://verify.m.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:43.316184Z;10;URL: The website returns a 502 Bad Gateway error, indicating content is unavailable and the decision is limited.;
verify.support.j6.game;https://verify.support.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:49.441064Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
m.verify.j6.game;https://m.verify.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:36:55.671396Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and the decision is limited.;
verify.verify.j6.game;https://verify.verify.j6.game/;Review needed;Variant (verify.j6.game);;2026-09-05T22:37:01.917252Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
support.u6.game;https://support.u6.game/;Review needed;Variant (support.j6.game);;2026-09-05T22:37:08.208869Z;10;Screenshot: The page displays a 502 Bad Gateway error, indicating the content is unavailable and the decision is limited.;
support.h6.game;https://support.h6.game/;Illegal gambling;Variant (support.j6.game);;2026-09-05T22:37:14.398200Z;95;Screenshot: The website displays a VIP bonus section with monetary values, indicating gambling activities.. Screenshot: The presence of buttons like 'Depósito' (Deposit) and promotional bonuses for gambling activities.. Screenshot: The website features various games typically associated with online gambling.. Screenshot: The website includes options to register and log in, which are common features of online gambling platforms.;Illegal gambling
account.support.j6.game;https://account.support.j6.game/;Review needed;Variant (support.j6.game);;2026-09-05T22:37:27.267734Z;10;URL: The website displays a 502 Bad Gateway error, indicating that the content is unavailable and thus the decision is limited.;
